EIN,Organization Name,Organization Incorporation Date,Location State,Location County,Location Name,Location Type,Location Open Date,Location Close Date,Location City,Location Zip Code,Record Year,Record Month,Stray At Large Canine Adult,Stray At Large Canine Up to 5 Months,Stray At Large Canine Age Unknown,Stray At Large Feline Adult,Stray At Large Feline Up to 5 Months,Stray At Large Feline Age Unknown,Relinquished By Owner Canine Adult,Relinquished By Owner Canine Up to 5 Months,Relinquished By Owner Canine Age Unknown,Relinquished By Owner Feline Adult,Relinquished By Owner Feline Up to 5 Months,Relinquished By Owner Feline Age Unknown,Intake Owner-Intended Euthanasia Canine Adult,Intake Owner-Intended Euthanasia Canine Up to 5 Months,Intake Owner-Intended Euthanasia Canine Age Unknown,Intake Owner-Intended Euthanasia Feline Adult,Intake Owner-Intended Euthanasia Feline Up to 5 Months,Intake Owner-Intended Euthanasia Feline Age Unknown,Transferred In From Agency Canine Adult,Transferred In From Agency Canine Up to 5 Months,Transferred In From Agency Canine Age Unknown,Transferred In From Agency Feline Adult,Transferred In From Agency Feline Up to 5 Months,Transferred In From Agency Feline Age Unknown,Other Intakes Canine Adult,Other Intakes Canine Up to 5 Months,Other Intakes Canine Age Unknown,Other Intakes Feline Adult,Other Intakes Feline Up to 5 Months,Other Intakes Feline Age Unknown,Adoption Canine Adult,Adoption Canine Up to 5 Months,Adoption Canine Age Unknown,Adoption Feline Adult,Adoption Feline Up to 5 Months,Adoption Feline Age Unknown,Returned To Owner Canine Adult,Returned To Owner Canine Up to 5 Months,Returned To Owner Canine Age Unknown,Returned To Owner Feline Adult,Returned To Owner Feline Up to 5 Months,Returned To Owner Feline Age Unknown,Transfer To Another Agency Canine Adult,Transfer To Another Agency Canine Up to 5 Months,Transfer To Another Agency Canine Age Unknown,Transfer To Another Agency Feline Adult,Transfer To Another Agency Feline Up to 5 Months,Transfer To Another Agency Feline Age Unknown,Returned To Field Canine Adult,Returned To Field Canine Up to 5 Months,Returned To Field Canine Age Unknown,Returned To Field Feline Adult,Returned To Field Feline Up to 5 Months,Returned To Field Feline Age Unknown,Other Live Outcome Canine Adult,Other Live Outcome Canine Up to 5 Months,Other Live Outcome Canine Age Unknown,Other Live Outcome Feline Adult,Other Live Outcome Feline Up to 5 Months,Other Live Outcome Feline Age Unknown,Died In Care Canine Adult,Died In Care Canine Up to 5 Months,Died In Care Canine Age Unknown,Died In Care Feline Adult,Died In Care Feline Up to 5 Months,Died In Care Feline Age Unknown,Lost In Care Canine Adult,Lost In Care Canine Up to 5 Months,Lost In Care Canine Age Unknown,Lost In Care Feline Adult,Lost In Care Feline Up to 5 Months,Lost In Care Feline Age Unknown,Shelter Euthanasia Canine Adult,Shelter Euthanasia Canine Up to 5 Months,Shelter Euthanasia Canine Age Unknown,Shelter Euthanasia Feline Adult,Shelter Euthanasia Feline Up to 5 Months,Shelter Euthanasia Feline Age Unknown,Outcome Owner-Intended Euthanasia Canine Adult,Outcome Owner-Intended Euthanasia Canine Up to 5 Months,Outcome Owner-Intended Euthanasia Canine Age Unknown,Outcome Owner-Intended Euthanasia Feline Adult,Outcome Owner-Intended Euthanasia Feline Up to 5 Months,Outcome Owner-Intended Euthanasia Feline Age Unknown,Beginning Total Canine,Beginning Total Feline,Ending Total Canine,Ending Total Feline
47-0820810,Beatrice humane Society,5/1/2000 12:00:00 AM,NE,Gage County,Beatrice Humane Society,"Shelter, Government Contract",5/1/2000 12:00:00 AM,,BEATRICE,68310,2012,9,13,2,2,6,17,11,6,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,16,4,0,11,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,4,2,15,0,0,0,0,0,0,22,91,18,84
23-7110434,Butler County Humane Society,6/1/1897 12:00:00 AM,PA,Butler County,Butler County Humane Society,"Shelter, Private",6/1/1897 12:00:00 AM,,RENFREW,16053,2011,4,24,3,0,2,14,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,51,56
57-0384155,Humane Society of Greenwood,3/1/1958 12:00:00 AM,SC,Greenwood County,Humane Society of Greenwood,"Shelter, Government Contract",3/1/1958 12:00:00 AM,,GREENWOOD,29649,2011,12,59,48,5,39,9,14,23,22,1,12,10,4,1,0,0,1,0,0,0,0,0,0,0,0,15,3,0,4,0,3,30,12,0,19,9,0,21,0,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,1,1,1,37,39,8,30,12,18,1,0,0,1,0,0,98,46,113,49
94-6000814,Kings County Animal Services,1/1/1980 12:00:00 AM,CA,Kings County,Kings County Animal Services,Government Animal Services,1/1/1980 12:00:00 AM,,HANFORD,93232,2011,4,162,34,14,95,127,33,20,6,1,4,13,0,0,0,0,0,0,0,2,0,0,0,0,0,20,7,0,15,0,0,24,10,0,8,0,0,32,1,2,5,0,0,39,21,2,64,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,0,8,0,4,114,19,8,63,49,27,0,0,0,0,0,0,200,171,191,143
39-0973879,Humane Society of Southern Wisconsin,12/1/1910 12:00:00 AM,WI,Rock County,Humane Society of Southern Wisconsin,"Shelter, Government Contract",12/1/1910 12:00:00 AM,,JANESVILLE,53548,2012,4,43,2,0,54,42,2,12,0,0,6,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,1,0,37,3,0,24,1,0,3,0,0,2,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,5,2,0,0,0,1,0,0,14,40,20,69
23-7358431,Geauga Humane Society's Rescue Village,7/1/1978 12:00:00 AM,OH,Geauga County,Geauga Humane Society's Rescue Village,"Shelter, Private",7/1/1978 12:00:00 AM,,NOVELTY,44072,2012,1,2,9,0,16,11,8,12,2,0,26,9,4,0,0,0,0,0,0,14,21,0,9,1,0,6,1,0,2,0,0,23,17,0,44,31,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,11,0,0,0,0,0,0,22,64,44,58
93-6002148,city of dallas police department,1/1/1874 12:00:00 AM,OR,Polk County,city of dallas police department,Government Animal Services,1/1/1874 12:00:00 AM,,DALLAS,97338,2012,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-1999592,Refurbished Pets of Southern Michigan,11/1/2007 12:00:00 AM,MI,Branch County,Refurbished Pets of Southern Michigan,"Rescue, Private",11/1/2007 12:00:00 AM,,COLDWATER,49036,2012,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0
39-1189598,Humane Society of Portage County,4/1/1970 12:00:00 AM,WI,Portage County,Humane Society of Portage County,"Shelter, Government Contract",4/1/1970 12:00:00 AM,,PLOVER,54467,2011,6,0,0,31,0,0,70,0,0,14,0,0,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,16,0,0,41,0,0,21,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,27,158,26,184
62-1639736,"Hickman Humane Society, Inc",5/1/1996 12:00:00 AM,TN,Hickman County,"Hickman Humane Society, Inc","Rescue, Private",5/1/1996 12:00:00 AM,,LYLES,37098,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56-6000347,Wake County Animal Center,7/1/1966 12:00:00 AM,NC,Wake County,Wake County Animal Center,Government Animal Services,7/1/1966 12:00:00 AM,,RALEIGH,27610,2011,1,173,53,66,152,14,134,156,91,43,105,23,24,3,0,23,0,0,5,0,0,0,0,0,0,60,27,22,30,2,21,164,81,28,91,53,15,69,0,37,10,0,1,53,54,18,11,20,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,3,1,1,1,0,4,62,4,40,143,9,145,3,0,23,0,0,5,568,314,640,308
31-4379492,Columbus Humane,1/1/1883 12:00:00 AM,OH,Franklin County,Columbus Humane,"Shelter, Private",1/1/1883 12:00:00 AM,,HILLIARD,43026,2011,10,0,0,0,4,2,38,13,6,9,10,4,12,11,0,3,18,0,18,9,3,1,0,0,6,6,1,5,39,2,12,22,4,0,8,4,0,0,0,0,0,0,0,3,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,40,3,69,0,0,0,0,0,0,32,27,42,19
61-1440813,King Street Cats,1/1/2003 12:00:00 AM,VA,Alexandria City,King Street Cats,"Rescue, Private",1/1/2003 12:00:00 AM,,ALEXANDRIA,22314,2012,10,0,0,0,1,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,175
59-6000702,Lee County Domestic Animal Services,1/1/1999 12:00:00 AM,FL,Lee County,Lee County Domestic Animal Services,Government Animal Services,1/1/1999 12:00:00 AM,,FORT MYERS,33912,2011,5,0,0,371,0,0,529,0,0,15,0,0,7,0,0,2,0,0,3,0,0,0,0,0,0,0,0,20,0,0,8,0,0,125,0,0,95,0,0,77,0,0,5,0,0,34,0,0,2,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,206,0,0,336,0,0,2,0,0,0,128,113,92,217
45-3972342,Kitty City Inc.,12/1/2011 12:00:00 AM,TN,Shelby County,Kitty City Inc.,"Shelter, Private",12/1/2011 12:00:00 AM,,MEMPHIS,38125,2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39-1030012,Neenah Animal Shelter,1/1/1962 12:00:00 AM,WI,Winnebago County,Neenah Animal Shelter,"Shelter, Private",1/1/1962 12:00:00 AM,,NEENAH,54956,2011,3,8,0,1,5,0,6,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,41,10,48
94-6000814,Kings County Animal Services,1/1/1980 12:00:00 AM,CA,Kings County,Kings County Animal Services,Government Animal Services,1/1/1980 12:00:00 AM,,HANFORD,93232,2012,2,120,48,14,73,7,13,17,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,0,1,0,0,7,3,0,4,2,0,40,0,0,5,1,1,59,27,8,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,3,0,1,36,10,6,29,3,12,0,0,0,0,0,0,192,117,205,101
94-6000509,Contra Costa County Animal Services,7/1/1985 12:00:00 AM,CA,Contra Costa County,Contra Costa County Animal Services,Government Animal Services,7/1/1985 12:00:00 AM,,MARTINEZ,94553,2011,10,414,65,15,251,279,71,101,21,0,52,11,0,2,0,0,2,0,0,0,0,0,0,0,0,43,3,2,2,1,0,168,43,12,37,201,15,149,1,2,14,1,1,29,12,0,28,24,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,5,2,0,0,1,0,0,220,25,4,204,137,42,3,0,0,2,0,0,234,411,229,342
61-0653278,Bowling Green/Warren County Humane Society,2/1/1964 12:00:00 AM,KY,Warren County,Bowling Green/Warren County Humane Society,"Shelter, Government Contract",2/1/1964 12:00:00 AM,,BOWLING GREEN,42101,2011,7,129,52,10,54,170,107,76,59,3,30,39,35,5,0,0,0,0,0,44,62,0,5,8,3,21,2,0,11,5,0,84,24,0,28,41,0,30,0,3,5,0,0,92,134,1,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,2,0,0,0,68,6,4,53,128,140,2,0,0,0,0,0,167,144,175,174
59-6000501,Alachua County Animal Services,7/1/1959 12:00:00 AM,FL,Alachua County,Alachua County Animal Services,Government Animal Services,7/1/1959 12:00:00 AM,,GAINESVILLE,32609,2011,9,138,40,22,81,121,49,45,22,5,16,20,4,1,0,0,1,0,0,0,0,0,0,0,0,8,1,2,4,5,1,30,12,1,12,8,0,33,2,5,7,0,5,67,50,3,33,106,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,21,38,14,34,1,0,0,1,0,0,125,57,120,84
94-2607843,SPCA of Solano County,7/1/1974 12:00:00 AM,CA,Solano County,SPCA of Solano County,"Shelter, Private",7/1/1974 12:00:00 AM,,VACAVILLE,95696,2012,3,3,0,0,18,5,0,3,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,0,0,15,0,0,18,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,25,62,30
46-0753787,Orphan Kitten Rescue,9/1/2012 12:00:00 AM,TX,Eastland County,Orphan Kitten Rescue,"Rescue, Private",9/1/2012 12:00:00 AM,,EASTLAND,76448,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32
72-6000179,Bossier City Animal Control,1/1/1980 12:00:00 AM,LA,Bossier Parish,Bossier City Animal Control,Government Animal Services,1/1/1980 12:00:00 AM,,BOSSIER CITY,71111,2011,5,169,0,0,157,0,0,68,0,0,120,0,0,36,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,0,0,49,0,0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,109,0,0,186,0,0,36,0,0,31,0,0,106,144,117,179
72-6000179,Bossier City Animal Control,1/1/1980 12:00:00 AM,LA,Bossier Parish,Bossier City Animal Control,Government Animal Services,1/1/1980 12:00:00 AM,,BOSSIER CITY,71111,2012,5,137,0,0,204,0,0,71,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,31,0,0,25,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,0,135,0,0,196,0,0,25,0,0,33,0,0,137,159,102,163
61-1440813,King Street Cats,1/1/2003 12:00:00 AM,VA,Alexandria City,King Street Cats,"Rescue, Private",1/1/2003 12:00:00 AM,,ALEXANDRIA,22314,2011,4,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,57
37-1470493,Bond County Humane Society,8/1/2003 12:00:00 AM,IL,Bond County,Bond County Humane Society,"Shelter, Private",8/1/2003 12:00:00 AM,,GREENVILLE,62246,2012,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,8,55
26-4014748,Tenth Life Cat Rescue,1/1/2009 12:00:00 AM,MO,Saint Louis City,Tenth Life Cat Rescue,"Rescue, Private",1/1/2009 12:00:00 AM,,ST. LOUIS,63118,2012,10,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,78
58-6001495,Habersham County Animal Care & Control,10/1/2008 12:00:00 AM,GA,Habersham County,Habersham County Animal Care & Control,Government Animal Services,10/1/2008 12:00:00 AM,,CLARKESVILLE,30523,2011,5,43,21,0,36,28,1,7,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12,2,0,6,12,0,4,2,0,2,0,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22,4,0,35,6,1,0,0,0,1,0,0,111,58,103,66
94-2411106,Siskiyou Humane Society,6/1/1968 12:00:00 AM,CA,Siskiyou County,Siskiyou Humane Society,"Shelter, Government Contract",6/1/1968 12:00:00 AM,,MOUNT SHASTA,96067,2011,1,9,1,0,2,2,0,4,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,9,16,0,7,3,0,0,2,0,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,25,46,14,32
83-4654060,Fulton County Regional SPCA,5/1/2012 12:00:00 AM,NY,Fulton County,Regional Animal Shelter/Fulton County Regional SPCA,"Shelter, Government Contract",5/1/2012 12:00:00 AM,,GLOVERSVILLE,12078,2012,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0
39-1030012,Neenah Animal Shelter,1/1/1962 12:00:00 AM,WI,Winnebago County,Neenah Animal Shelter,"Shelter, Private",1/1/1962 12:00:00 AM,,NEENAH,54956,2012,1,6,0,0,4,0,1,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,53,12,42
59-0530990,"Halifax Humane Society, Inc.",2/1/1937 12:00:00 AM,FL,Volusia County,"Halifax Humane Society, Inc.","Shelter, Government Contract",2/1/1937 12:00:00 AM,,DAYTONA BEACH,32124,2012,11,152,12,13,237,168,31,113,2,0,74,65,11,59,1,3,35,14,0,1,1,0,0,0,0,4,3,0,0,1,0,192,17,0,80,89,0,46,1,8,12,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,0,0,0,0,3,0,0,117,6,7,269,156,39,0,0,0,0,0,0,190,316,151,297
35-0989705,Kokomo Humane Society,1/1/1990 12:00:00 AM,IN,Howard County,Kokomo Humane Society,"Shelter, Government Contract",1/1/1990 12:00:00 AM,,KOKOMO,46902,2011,9,129,20,32,39,53,7,35,2,0,44,54,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,0,29,9,0,24,0,1,2,0,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,1,42,93,1,4,0,0,0,1,0,71,87,145,111
86-0789269,Foothills Animal Rescue,3/1/1995 12:00:00 AM,AZ,Maricopa County,Resale Boutique,"Shelter, Private",3/1/1995 12:00:00 AM,,SCOTTSDALE,85255,2012,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,3,1,0,3,0,0,1,1,0,22,5,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,76,27,65
62-6018662,Oak Ridge Animal Shelter,2/1/1975 12:00:00 AM,TN,Anderson County,Oak Ridge Animal Shelter,Government Animal Services,2/1/1975 12:00:00 AM,,OAK RIDGE,37830,2012,7,88,33,0,41,45,0,17,7,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,10,0,4,16,0,31,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,26,0,34,60,0,0,0,0,0,0,0,68,55,77,80
58-6074088,"PAWS Atlanta, Inc.",1/1/1964 12:00:00 AM,GA,DeKalb County,"PAWS Atlanta, Inc.","Rescue, Private",1/1/1964 12:00:00 AM,,DECATUR,30035,2011,2,1,4,0,7,2,0,3,0,0,1,2,0,0,0,0,0,0,0,22,3,0,2,2,0,0,0,0,0,0,0,18,4,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,40,0,0
82-0503942,MCPAWS Regional Animal Shelter,2/1/2002 12:00:00 AM,ID,Valley County,MCPAWS Regional Animal Shelter,"Shelter, Government Contract",2/1/2002 12:00:00 AM,,MCCALL,83638,2012,7,23,0,0,4,19,0,10,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,2,0,7,10,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,39,14,44
46-0753787,Orphan Kitten Rescue,9/1/2012 12:00:00 AM,TX,Eastland County,Orphan Kitten Rescue,"Rescue, Private",9/1/2012 12:00:00 AM,,EASTLAND,76448,2012,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6
77-0540565,Valley Animal Center,6/1/1992 12:00:00 AM,CA,Fresno County,Valley Animal Center,"Shelter, Private",6/1/1992 12:00:00 AM,,FRESNO,93726,2012,11,3,4,0,1,5,0,6,1,0,5,5,0,0,0,0,0,0,0,17,10,1,7,1,0,0,0,0,0,0,0,17,6,1,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,101,343,115,350
16-0743092,Niagara County SPCA,3/1/1894 12:00:00 AM,NY,Niagara County,Niagara County SPCA,"Shelter, Government Contract",3/1/1894 12:00:00 AM,,NIAGARA FALLS,14304,2012,11,42,6,11,18,20,2,6,0,1,21,2,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,23,5,0,23,46,2,15,1,8,1,0,0,6,0,2,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2,3,1,0,1,0,0,0,0,0,96,143,97,121
82-6000250,Rexburg Animal Shelter,1/1/1970 12:00:00 AM,ID,Madison County,Rexburg Animal Shelter,Government Animal Services,1/1/1970 12:00:00 AM,,REXBURG,83440,2011,7,16,1,2,4,19,9,6,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,9,0,0,0,0,0,0,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,6,0,0,0,2,15,3,7,0,0,2,1,1,10,21,15,12
81-0290933,Humane Society of Western Montana,1/1/1963 12:00:00 AM,MT,Missoula County,Humane Society of Western Montana,"Shelter, Private",1/1/1963 12:00:00 AM,,MISSOULA,59804,2011,6,18,9,1,2,11,0,25,8,0,19,55,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,29,8,0,28,27,0,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,79,48,114
16-0743092,Niagara County SPCA,3/1/1894 12:00:00 AM,NY,Niagara County,Niagara County SPCA,"Shelter, Government Contract",3/1/1894 12:00:00 AM,,NIAGARA FALLS,14304,2012,7,49,1,17,31,66,14,15,1,0,11,8,1,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,15,2,13,42,5,0,35,89,0,7,1,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8,2,0,0,0,0,0,0,5,1,1,3,5,8,0,0,0,0,0,0,75,231,84,241
81-0290933,Humane Society of Western Montana,1/1/1963 12:00:00 AM,MT,Missoula County,Humane Society of Western Montana,"Shelter, Private",1/1/1963 12:00:00 AM,,MISSOULA,59804,2011,3,4,0,1,6,4,0,33,8,0,18,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,11,0,22,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,37,82,42,101
94-6000509,Contra Costa County Animal Services,7/1/1985 12:00:00 AM,CA,Contra Costa County,Contra Costa County Animal Services,Government Animal Services,7/1/1985 12:00:00 AM,,MARTINEZ,94553,2011,9,451,72,8,231,357,106,96,5,0,107,47,10,1,0,0,1,0,0,0,0,0,0,0,0,36,0,0,14,3,0,156,48,0,63,192,25,148,5,0,9,2,1,39,1,0,17,40,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,4,1,0,0,0,0,0,238,35,4,243,144,69,0,0,0,1,0,0,237,363,234,411
